0.0000,-322.5152
0.0000,-0.0076
0.0000,-0.0140
0.0000,-0.6264
0.0000,-0.0388
0.0000,-0.0580
0.0000,0.0572
-0.0000,-0.0103
-0.0002,0.0170
-0.0010,-0.0116
-0.0025,-0.0309
-0.0051,0.1408
-0.0088,0.1189
-0.0134,-0.0394
-0.0191,-0.0607
-0.0256,-0.0803
-0.0328,-0.1147
-0.0406,-0.1138
-0.0488,-0.1834
-0.0572,-0.1680
-0.0657,-0.1259
-0.0740,-0.1263
-0.0820,-0.1418
-0.0894,-0.1445
-0.0958,-0.1285
-0.1011,0.0289
-0.1049,0.0342
-0.1072,-0.1095
-0.1080,-0.2987
-0.1073,-0.2986
-0.1056,-0.1163
-0.1035,-0.1036
-0.1015,-0.2503
-0.1002,-0.2700
-0.1001,-0.1735
-0.1013,-0.1435
-0.1040,-0.1829
-0.1083,-0.2748
-0.1140,-0.2250
-0.1211,-0.2460
-0.1293,-0.2462
-0.1384,-0.2354
-0.1479,-0.2387
-0.1576,-0.2231
-0.1673,-0.2109
-0.1767,-0.2159
-0.1855,-0.2192
-0.1936,-0.2162
-0.2009,-0.1949
-0.2076,-0.4400
-0.2138,-0.2411
-0.2192,-0.2810
-0.2235,-0.2338
-0.2264,-0.2958
-0.2279,-0.5143
-0.2282,-0.4448
-0.2276,-0.3792
-0.2265,-0.4329
-0.2255,-0.4643
-0.2252,-0.4971
-0.2259,-0.4968
-0.2280,-0.4887
-0.2317,-0.5424
-0.2373,-0.5416
-0.2450,-0.5519
-0.2549,-0.5839
-0.2670,-0.6211
-0.2812,-0.6393
-0.2974,-0.6660
-0.3154,-0.6937
-0.3348,-0.7007
-0.3553,-0.7173
-0.3765,-0.6284
-0.3980,-0.2820
-0.4191,-0.2456
-0.4395,-0.1731
-0.4588,-0.1847
-0.4763,-0.1126
-0.4918,-0.0619
-0.5051,0.0057
-0.5160,-0.0435
-0.5246,-0.2103
-0.5308,-0.3175
-0.5345,-0.3125
-0.5356,-0.2910
-0.5341,-0.3295
-0.5305,-0.3555
-0.5248,-0.3352
-0.5176,-0.3498
-0.5091,-0.4212
-0.4997,-0.3562
-0.4898,-0.3246
-0.4797,-0.2781
-0.4701,-0.2591
-0.4611,-0.4023
-0.4533,-0.6397
-0.4470,-0.5817
-0.4427,-0.5171
-0.4405,-0.5005
-0.4404,-0.4686
-0.4420,-0.4429
-0.4447,-0.4380
-0.4475,-0.4338
-0.4498,-0.4102
-0.4509,-0.4717
-0.4500,-0.6473
-0.4468,-0.6290
-0.4412,-0.5649
-0.4332,-0.6635
-0.4237,-0.6715
-0.4134,-0.7293
-0.4036,-0.7626
-0.3950,-0.7286
-0.3884,-0.8197
-0.3843,-0.7562
-0.3832,-0.7946
-0.3854,-0.7527
-0.3911,-0.7910
-0.4005,-0.8027
-0.4135,-0.8000
-0.4299,-0.8311
-0.4494,-0.8294
-0.4714,-0.8245
-0.4956,-0.8248
-0.5214,-0.8164
-0.5485,-0.7505
-0.5764,-0.4383
-0.6042,-0.2325
-0.6311,-0.1771
-0.6561,-0.1413
-0.6782,-0.0916
-0.6970,-0.1640
-0.7120,-0.2910
-0.7233,-0.4235
-0.7310,-0.5267
-0.7354,-0.5952
-0.7365,-0.4583
-0.7345,-0.4928
-0.7297,-0.5538
-0.7224,-0.6358
-0.7129,-0.6259
-0.7018,-0.5875
-0.6897,-0.5979
-0.6774,-0.5586
-0.6657,-0.5313
-0.6553,-0.6362
-0.6468,-0.9064
-0.6406,-0.8934
-0.6367,-0.8176
-0.6353,-0.7380
-0.6364,-0.7495
-0.6396,-0.7769
-0.6445,-0.7091
-0.6501,-0.6131
-0.6557,-0.5133
-0.6605,-0.4299
-0.6639,-0.5121
-0.6651,-0.5927
-0.6634,-0.5753
-0.6586,-0.5646
-0.6510,-0.7111
-0.6415,-0.8018
-0.6308,-0.7259
-0.6198,-0.7653
-0.6092,-0.8124
-0.5995,-0.9557
-0.5910,-0.8751
-0.5842,-0.8777
-0.5795,-0.8701
-0.5773,-0.9297
-0.5777,-0.9046
-0.5812,-0.9230
-0.5879,-0.8948
-0.5978,-0.9141
-0.6107,-0.9059
-0.6265,-0.9429
-0.6446,-0.9552
-0.6646,-0.9546
-0.6862,-0.9512
-0.7090,-0.9763
-0.7326,-0.9917
-0.7566,-0.9940
-0.7806,-0.9809
-0.8042,-0.9337
-0.8271,-0.8880
-0.8491,-0.8200
-0.8698,-0.6562
-0.8887,-0.3490
-0.9054,-0.2310
-0.9193,-0.3271
-0.9300,-0.4428
-0.9371,-0.5012
-0.9409,-0.5033
-0.9419,-0.4951
-0.9406,-0.5141
-0.9371,-0.5641
-0.9315,-0.5749
-0.9236,-0.5450
-0.9130,-0.5722
-0.8998,-0.6152
-0.8839,-0.5997
-0.8656,-0.5978
-0.8451,-0.6171
-0.8230,-0.7372
-0.8000,-0.8090
-0.7767,-0.7915
-0.7538,-0.8623
-0.7320,-0.8428
-0.7118,-0.7095
-0.6933,-0.6388
-0.6766,-0.5072
-0.6612,-0.3714
-0.6472,-0.4189
-0.6340,-0.4300
-0.6215,-0.4591
-0.6092,-0.4696
-0.5968,-0.4568
-0.5844,-0.4589
-0.5721,-0.4900
-0.5601,-0.4946
-0.5486,-0.4808
